date;home_team;away_team;home_score;away_score;tournament;city;country;neutral
08/04/2016;Senegal;Nigeria;1;1;African Championship qualification;Dakar;Senegal;FALSE
09/04/2016;Switzerland;Italy;2;1;UEFA Euro qualification;Biel/Bienne;Switzerland;FALSE
09/04/2016;Botswana;South Africa;0;2;African Championship qualification;Lobatse;Botswana;FALSE
10/04/2016;United States;Colombia;3;0;Friendly;Chester;United States;FALSE
10/04/2016;Austria;Norway;0;1;UEFA Euro qualification;Steyr;Austria;FALSE
10/04/2016;Equatorial Guinea;Mali;2;1;African Championship qualification;Malabo;Equatorial Guinea;FALSE
10/04/2016;Zambia;Zimbabwe;2;3;African Championship qualification;Lusaka;Zambia;FALSE
11/04/2016;France;Ukraine;4;0;UEFA Euro qualification;Valenciennes;France;FALSE
11/04/2016;Ivory Coast;Egypt;2;1;African Championship qualification;Abidjan;Ivory Coast;FALSE
12/04/2016;Belarus;Iceland;0;5;UEFA Euro qualification;Minsk;Belarus;FALSE
12/04/2016;Slovenia;Macedonia;8;1;UEFA Euro qualification;Lendava;Slovenia;FALSE
12/04/2016;Montenegro;Finland;1;7;UEFA Euro qualification;Petrovac;Montenegro;FALSE
12/04/2016;Spain;Republic of Ireland;3;0;UEFA Euro qualification;Las Rozas de Madrid;Spain;FALSE
12/04/2016;Slovakia;Poland;2;1;UEFA Euro qualification;Poprad;Slovakia;FALSE
12/04/2016;Germany;Croatia;2;0;UEFA Euro qualification;Osnabrück;Germany;FALSE
12/04/2016;Russia;Hungary;3;3;UEFA Euro qualification;Saint Petersburg;Russia;FALSE
12/04/2016;Czech Republic;Georgia;4;1;UEFA Euro qualification;Opava;Czech Republic;FALSE
12/04/2016;Italy;Northern Ireland;3;1;UEFA Euro qualification;Reggio Emilia;Italy;FALSE
12/04/2016;Bosnia and Herzegovina;England;0;1;UEFA Euro qualification;Zenica;Bosnia and Herzegovina;FALSE
12/04/2016;Belgium;Estonia;6;0;UEFA Euro qualification;Leuven;Belgium;FALSE
12/04/2016;Kazakhstan;Wales;0;4;UEFA Euro qualification;Shymkent;Kazakhstan;FALSE
12/04/2016;Kenya;Algeria;1;1;African Championship qualification;Nairobi;Kenya;FALSE
12/04/2016;Nigeria;Senegal;2;0;African Championship qualification;Abuja;Nigeria;FALSE
12/04/2016;Ghana;Tunisia;4;0;African Championship qualification;Accra;Ghana;FALSE
12/04/2016;South Africa;Botswana;3;0;African Championship qualification;Tembisa;South Africa;FALSE
02/06/2016;Albania;Romania;0;3;UEFA Euro qualification;Elbasan;Albania;FALSE
02/06/2016;Poland;Sweden;0;4;UEFA Euro qualification;Łódź;Poland;FALSE
02/06/2016;Denmark;Slovakia;4;0;UEFA Euro qualification;Viborg;Denmark;FALSE
02/06/2016;Russia;Turkey;2;0;UEFA Euro qualification;Khimki;Russia;FALSE
02/06/2016;Kazakhstan;Israel;1;0;UEFA Euro qualification;Shymkent;Kazakhstan;FALSE
02/06/2016;Norway;Austria;2;2;UEFA Euro qualification;Oslo;Norway;FALSE
03/06/2016;United States;Japan;3;3;Friendly;Denver;United States;FALSE
03/06/2016;Macedonia;Slovenia;0;9;UEFA Euro qualification;Skopje;Macedonia;FALSE
03/06/2016;Scotland;Iceland;0;4;UEFA Euro qualification;Falkirk;Scotland;FALSE
03/06/2016;Finland;Republic of Ireland;4;1;UEFA Euro qualification;Valkeakoski;Finland;FALSE
03/06/2016;Montenegro;Portugal;0;3;UEFA Euro qualification;Petrovac;Montenegro;FALSE
03/06/2016;France;Greece;1;0;UEFA Euro qualification;Rennes;France;FALSE
03/06/2016;Northern Ireland;Georgia;4;0;UEFA Euro qualification;Belfast;Northern Ireland;FALSE
03/06/2016;Estonia;Belgium;0;5;UEFA Euro qualification;Tartu;Estonia;FALSE
04/06/2016;Czech Republic;Switzerland;0;5;UEFA Euro qualification;Jablonec nad Nisou;Czech Republic;FALSE
04/06/2016;England;Serbia;7;0;UEFA Euro qualification;Wycombe;England;FALSE
05/06/2016;United States;Japan;0;0;Friendly;Cleveland;United States;FALSE
06/06/2016;Sweden;Moldova;6;0;UEFA Euro qualification;Gothenburg;Sweden;FALSE
06/06/2016;Turkey;Hungary;2;1;UEFA Euro qualification;Antalya;Turkey;FALSE
06/06/2016;Croatia;Russia;0;3;UEFA Euro qualification;Koprivnica;Croatia;FALSE
06/06/2016;Estonia;Bosnia and Herzegovina;0;1;UEFA Euro qualification;Tartu;Estonia;FALSE
06/06/2016;Austria;Israel;4;0;UEFA Euro qualification;Horn;Austria;FALSE
07/06/2016;Belarus;Scotland;0;1;UEFA Euro qualification;Minsk;Belarus;FALSE
07/06/2016;Iceland;Macedonia;8;0;UEFA Euro qualification;Reykjavík;Iceland;FALSE
07/06/2016;Finland;Portugal;0;0;UEFA Euro qualification;Helsinki;Finland;FALSE
07/06/2016;Republic of Ireland;Montenegro;9;0;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
07/06/2016;Ukraine;Greece;2;0;UEFA Euro qualification;Lviv;Ukraine;FALSE
07/06/2016;Denmark;Poland;6;0;UEFA Euro qualification;Viborg;Denmark;FALSE
07/06/2016;Georgia;Italy;0;7;UEFA Euro qualification;Gori;Georgia;FALSE
07/06/2016;Czech Republic;Northern Ireland;3;0;UEFA Euro qualification;Jablonec nad Nisou;Czech Republic;FALSE
07/06/2016;Serbia;England;0;7;UEFA Euro qualification;Stara Pazova;Serbia;FALSE
07/06/2016;Wales;Norway;0;2;UEFA Euro qualification;Newport;Wales;FALSE
09/07/2016;United States;South Africa;1;0;Friendly;Chicago;United States;FALSE
23/07/2016;United States;Costa Rica;4;0;Friendly;Kansas City;United States;FALSE
03/08/2016;Northern Ireland;Czech Republic;1;1;UEFA Euro qualification;Lurgan;Northern Ireland;FALSE
03/08/2016;Sweden;South Africa;1;0;Olympic Games;Rio de Janeiro;Brazil;TRUE
03/08/2016;Brazil;China PR;3;0;Olympic Games;Rio de Janeiro;Brazil;FALSE
03/08/2016;Canada;Australia;2;0;Olympic Games;São Paulo;Brazil;TRUE
03/08/2016;Zimbabwe;Germany;1;6;Olympic Games;São Paulo;Brazil;TRUE
03/08/2016;United States;New Zealand;2;0;Olympic Games;Belo Horizonte;Brazil;TRUE
03/08/2016;France;Colombia;4;0;Olympic Games;Belo Horizonte;Brazil;TRUE
06/08/2016;South Africa;China PR;0;2;Olympic Games;Rio de Janeiro;Brazil;TRUE
06/08/2016;Brazil;Sweden;5;1;Olympic Games;Rio de Janeiro;Brazil;FALSE
06/08/2016;Canada;Zimbabwe;3;1;Olympic Games;São Paulo;Brazil;TRUE
06/08/2016;Germany;Australia;2;2;Olympic Games;São Paulo;Brazil;TRUE
06/08/2016;United States;France;1;0;Olympic Games;Belo Horizonte;Brazil;TRUE
06/08/2016;Colombia;New Zealand;0;1;Olympic Games;Belo Horizonte;Brazil;TRUE
09/08/2016;Brazil;South Africa;0;0;Olympic Games;Manaus;Brazil;FALSE
09/08/2016;China PR;Sweden;0;0;Olympic Games;Brasília;Brazil;TRUE
09/08/2016;Germany;Canada;1;2;Olympic Games;Brasília;Brazil;TRUE
09/08/2016;Australia;Zimbabwe;6;1;Olympic Games;Salvador;Brazil;TRUE
09/08/2016;Colombia;United States;2;2;Olympic Games;Manaus;Brazil;TRUE
09/08/2016;New Zealand;France;0;3;Olympic Games;Salvador;Brazil;TRUE
12/08/2016;United States;Sweden;1;1;Olympic Games;Brasília;Brazil;TRUE
12/08/2016;China PR;Germany;0;1;Olympic Games;Salvador;Brazil;TRUE
12/08/2016;Canada;France;1;0;Olympic Games;São Paulo;Brazil;TRUE
12/08/2016;Brazil;Australia;0;0;Olympic Games;Belo Horizonte;Brazil;FALSE
16/08/2016;Brazil;Sweden;0;0;Olympic Games;Rio de Janeiro;Brazil;FALSE
16/08/2016;Canada;Germany;0;2;Olympic Games;Belo Horizonte;Brazil;TRUE
19/08/2016;Brazil;Canada;1;2;Olympic Games;São Paulo;Brazil;FALSE
19/08/2016;Sweden;Germany;1;2;Olympic Games;Rio de Janeiro;Brazil;TRUE
15/09/2016;Belarus;Macedonia;6;2;UEFA Euro qualification;Minsk;Belarus;FALSE
15/09/2016;Spain;Montenegro;13;0;UEFA Euro qualification;Las Rozas de Madrid;Spain;FALSE
15/09/2016;Romania;Ukraine;2;1;UEFA Euro qualification;Cluj-Napoca;Romania;FALSE
15/09/2016;Sweden;Slovakia;2;1;UEFA Euro qualification;Gothenburg;Sweden;FALSE
15/09/2016;Moldova;Denmark;0;5;UEFA Euro qualification;Chișinău;Moldova;FALSE
15/09/2016;Georgia;Switzerland;0;3;UEFA Euro qualification;Gori;Georgia;FALSE
15/09/2016;Serbia;Belgium;1;3;UEFA Euro qualification;Stara Pazova;Serbia;FALSE
15/09/2016;England;Estonia;5;0;UEFA Euro qualification;Nottingham;England;FALSE
15/09/2016;Norway;Kazakhstan;10;0;UEFA Euro qualification;Molde;Norway;FALSE
15/09/2016;Wales;Israel;3;0;UEFA Euro qualification;Newport;Wales;FALSE
16/09/2016;United States;Thailand;9;0;Friendly;Columbus;United States;FALSE
16/09/2016;Iceland;Slovenia;4;0;UEFA Euro qualification;Reykjavík;Iceland;FALSE
16/09/2016;Portugal;Finland;3;2;UEFA Euro qualification;Trofa;Portugal;FALSE
16/09/2016;Russia;Germany;0;4;UEFA Euro qualification;Khimki;Russia;FALSE
16/09/2016;Northern Ireland;Italy;0;3;UEFA Euro qualification;Lurgan;Northern Ireland;FALSE
19/09/2016;United States;Netherlands;3;1;Friendly;Atlanta;United States;FALSE
19/09/2016;Norway;Israel;5;0;UEFA Euro qualification;Ulsteinvik;Norway;FALSE
20/09/2016;Belarus;Slovenia;2;0;UEFA Euro qualification;Minsk;Belarus;FALSE
20/09/2016;Iceland;Scotland;1;2;UEFA Euro qualification;Reykjavík;Iceland;FALSE
20/09/2016;Spain;Finland;5;0;UEFA Euro qualification;Leganés;Spain;FALSE
20/09/2016;Republic of Ireland;Portugal;0;1;UEFA Euro qualification;Dublin;Republic of Ireland;FALSE
20/09/2016;Romania;Greece;4;0;UEFA Euro qualification;Cluj-Napoca;Romania;FALSE
20/09/2016;France;Albania;6;0;UEFA Euro qualification;Paris;France;FALSE
20/09/2016;Poland;Moldova;4;0;UEFA Euro qualification;Włocławek;Poland;FALSE
20/09/2016;Denmark;Sweden;2;0;UEFA Euro qualification;Viborg;Denmark;FALSE
20/09/2016;Hungary;Germany;0;1;UEFA Euro qualification;Győr;Hungary;FALSE
20/09/2016;Russia;Croatia;5;0;UEFA Euro qualification;Khimki;Russia;FALSE
20/09/2016;Switzerland;Northern Ireland;4;0;UEFA Euro qualification;Biel/Bienne;Switzerland;FALSE
20/09/2016;Italy;Czech Republic;3;1;UEFA Euro qualification;Vercelli;Italy;FALSE
20/09/2016;Bosnia and Herzegovina;Serbia;2;4;UEFA Euro qualification;Zenica;Bosnia and Herzegovina;FALSE
20/09/2016;Belgium;England;0;2;UEFA Euro qualification;Leuven;Belgium;FALSE
20/09/2016;Wales;Austria;0;0;UEFA Euro qualification;Newport;Wales;FALSE
20/10/2016;United States;Switzerland;4;0;Friendly;Sandy;United States;FALSE
21/10/2016;Portugal;Romania;0;0;UEFA Euro qualification;Lisbon;Portugal;FALSE
23/10/2016;United States;Switzerland;5;1;Friendly;Minneapolis;United States;FALSE
25/10/2016;Romania;Portugal;1;1;UEFA Euro qualification;Cluj-Napoca;Romania;FALSE
11/11/2016;United States;Romania;8;1;Friendly;San Jose;United States;FALSE
14/11/2016;United States;Romania;5;0;Friendly;Carson;United States;FALSE
19/11/2016;Cameroon;Egypt;2;0;African Championship;Yaoundé;Cameroon;FALSE
19/11/2016;South Africa;Zimbabwe;0;0;African Championship;Yaoundé;Cameroon;TRUE
20/11/2016;Nigeria;Mali;6;0;African Championship;Limbe;Cameroon;TRUE
20/11/2016;Ghana;Kenya;3;1;African Championship;Limbe;Cameroon;TRUE
22/11/2016;Cameroon;South Africa;1;0;African Championship;Yaoundé;Cameroon;FALSE
22/11/2016;Zimbabwe;Egypt;0;1;African Championship;Yaoundé;Cameroon;TRUE
23/11/2016;Nigeria;Ghana;1;1;African Championship;Limbe;Cameroon;TRUE
23/11/2016;Kenya;Mali;1;3;African Championship;Limbe;Cameroon;TRUE
25/11/2016;Cameroon;Zimbabwe;2;0;African Championship;Yaoundé;Cameroon;FALSE
25/11/2016;Egypt;South Africa;0;5;African Championship;Limbe;Cameroon;TRUE
26/11/2016;Kenya;Nigeria;0;4;African Championship;Limbe;Cameroon;TRUE
26/11/2016;Mali;Ghana;1;3;African Championship;Yaoundé;Cameroon;TRUE
29/11/2016;Cameroon;Ghana;1;0;African Championship;Yaoundé;Cameroon;FALSE
29/11/2016;Nigeria;South Africa;1;0;African Championship;Limbe;Cameroon;TRUE
02/12/2016;Ghana;South Africa;1;0;African Championship;Yaoundé;Cameroon;TRUE
03/12/2016;Cameroon;Nigeria;0;1;African Championship;Yaoundé;Cameroon;FALSE
19/01/2017;Myanmar;Ukraine;0;4;Four Nations Tournament;Foshan;China PR;TRUE
19/01/2017;China PR;Thailand;2;0;Four Nations Tournament;Foshan;China PR;FALSE
21/01/2017;China PR;Myanmar;2;0;Four Nations Tournament;Foshan;China PR;FALSE
21/01/2017;Ukraine;Thailand;0;1;Four Nations Tournament;Foshan;China PR;TRUE
24/01/2017;Thailand;Myanmar;3;0;Four Nations Tournament;Foshan;China PR;TRUE
24/01/2017;China PR;Ukraine;5;0;Four Nations Tournament;Foshan;China PR;FALSE
01/03/2017;Portugal;Russia;0;1;Algarve Cup;Lagos;Portugal;FALSE
01/03/2017;Denmark;Canada;0;1;Algarve Cup;Albufeira;Portugal;TRUE
01/03/2017;Japan;Spain;1;2;Algarve Cup;Parchal;Portugal;TRUE
01/03/2017;Norway;Iceland;1;1;Algarve Cup;Parchal;Portugal;TRUE
01/03/2017;Netherlands;China PR;1;0;Algarve Cup;Lagos;Portugal;TRUE
01/03/2017;Australia;Sweden;0;1;Algarve Cup;Albufeira;Portugal;TRUE
01/03/2017;England;France;1;2;SheBelieves Cup;Chester;United States;TRUE
01/03/2017;United States;Germany;1;0;SheBelieves Cup;Chester;United States;FALSE
01/03/2017;North Korea;Italy;3;0;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2017;Belgium;Switzerland;2;2;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2017;New Zealand;Scotland;2;3;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2017;South Korea;Austria;0;0;Cyprus Cup;Larnaca;Cyprus;TRUE
01/03/2017;Czech Republic;Republic of Ireland;0;2;Cyprus Cup;Paralimni;Cyprus;TRUE
01/03/2017;Hungary;Wales;0;2;Cyprus Cup;Paralimni;Cyprus;TRUE
03/03/2017;Russia;Canada;1;2;Algarve Cup;Estádio Algarve;Portugal;TRUE
03/03/2017;Portugal;Denmark;0;6;Algarve Cup;Parchal;Portugal;FALSE
03/03/2017;Japan;Iceland;2;0;Algarve Cup;Parchal;Portugal;TRUE
03/03/2017;Spain;Norway;3;0;Algarve Cup;Estádio Algarve;Portugal;TRUE
03/03/2017;Australia;Netherlands;3;2;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
03/03/2017;China PR;Sweden;0;0;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
03/03/2017;Switzerland;North Korea;1;0;Cyprus Cup;Larnaca;Cyprus;TRUE
03/03/2017;Italy;Belgium;1;4;Cyprus Cup;Larnaca;Cyprus;TRUE
03/03/2017;Austria;New Zealand;3;0;Cyprus Cup;Nicosia;Cyprus;TRUE
03/03/2017;Scotland;South Korea;0;2;Cyprus Cup;Nicosia;Cyprus;TRUE
03/03/2017;Wales;Czech Republic;0;0;Cyprus Cup;Paralimni;Cyprus;TRUE
03/03/2017;Republic of Ireland;Hungary;0;0;Cyprus Cup;Paralimni;Cyprus;TRUE
04/03/2017;France;Germany;0;0;SheBelieves Cup;Harrison;United States;TRUE
04/03/2017;United States;England;0;1;SheBelieves Cup;Harrison;United States;FALSE
06/03/2017;Russia;Denmark;1;6;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
06/03/2017;Portugal;Canada;0;0;Algarve Cup;Estádio Algarve;Portugal;FALSE
06/03/2017;Norway;Japan;0;2;Algarve Cup;Estádio Algarve;Portugal;TRUE
06/03/2017;Iceland;Spain;0;0;Algarve Cup;Vila Real de Santo António;Portugal;TRUE
06/03/2017;China PR;Australia;1;2;Algarve Cup;Albufeira;Portugal;TRUE
06/03/2017;Sweden;Netherlands;0;1;Algarve Cup;Lagos;Portugal;TRUE
06/03/2017;Italy;Switzerland;0;6;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2017;North Korea;Belgium;4;1;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2017;Austria;Scotland;1;3;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2017;New Zealand;South Korea;0;2;Cyprus Cup;Larnaca;Cyprus;TRUE
06/03/2017;Republic of Ireland;Wales;1;0;Cyprus Cup;Paralimni;Cyprus;TRUE
06/03/2017;Czech Republic;Hungary;1;2;Cyprus Cup;Paralimni;Cyprus;TRUE
07/03/2017;Germany;England;1;0;SheBelieves Cup;Washington, D.C.;United States;TRUE
07/03/2017;United States;France;0;3;SheBelieves Cup;Washington, D.C.;United States;FALSE
08/03/2017;Portugal;Norway;0;2;Algarve Cup;Parchal;Portugal;FALSE
08/03/2017;Iceland;China PR;2;1;Algarve Cup;Parchal;Portugal;TRUE
08/03/2017;Sweden;Russia;4;0;Algarve Cup;Albufeira;Portugal;TRUE
08/03/2017;Japan;Netherlands;2;3;Algarve Cup;Estádio Algarve;Portugal;TRUE
08/03/2017;Australia;Denmark;1;1;Algarve Cup;Albufeira;Portugal;TRUE
08/03/2017;Spain;Canada;1;0;Algarve Cup;Estádio Algarve;Portugal;TRUE
08/03/2017;Italy;Czech Republic;6;2;Cyprus Cup;Larnaca;Cyprus;TRUE
08/03/2017;New Zealand;Hungary;3;1;Cyprus Cup;Paralimni;Cyprus;TRUE
08/03/2017;Belgium;Austria;1;1;Cyprus Cup;Larnaca;Cyprus;TRUE
08/03/2017;Scotland;Wales;0;0;Cyprus Cup;Paralimni;Cyprus;TRUE
08/03/2017;North Korea;Republic of Ireland;2;0;Cyprus Cup;Larnaca;Cyprus;TRUE
08/03/2017;Switzerland;South Korea;1;0;Cyprus Cup;Larnaca;Cyprus;TRUE
03/04/2017;Bahrain;Jordan;0;6;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
03/04/2017;Tajikistan;Iraq;1;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;FALSE
03/04/2017;Philippines;United Arab Emirates;4;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
03/04/2017;North Korea;India;8;0;AFC Asian Cup qualification;Pyongyang;North Korea;FALSE
03/04/2017;Hong Kong;Uzbekistan;1;2;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
03/04/2017;Palestine;Thailand;0;6;AFC Asian Cup qualification;Al-Ram;Palestine;FALSE
03/04/2017;Iran;Myanmar;0;2;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
03/04/2017;Singapore;Syria;1;0;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
05/04/2017;Philippines;Iraq;4;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
05/04/2017;Tajikistan;Bahrain;0;4;AFC Asian Cup qualification;Dushanbe;Tajikistan;FALSE
05/04/2017;Jordan;United Arab Emirates;6;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
05/04/2017;North Korea;Hong Kong;5;0;AFC Asian Cup qualification;Pyongyang;North Korea;FALSE
05/04/2017;India;South Korea;0;10;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
05/04/2017;Palestine;Taiwan;0;5;AFC Asian Cup qualification;Al-Ram;Palestine;FALSE
05/04/2017;Singapore;Iran;0;6;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
05/04/2017;Vietnam;Syria;11;0;AFC Asian Cup qualification;Hanoi;Vietnam;FALSE
06/04/2017;Estonia;Latvia;0;4;FIFA World Cup qualification;Tbilisi;Georgia;TRUE
06/04/2017;Georgia;Kazakhstan;0;1;FIFA World Cup qualification;Tbilisi;Georgia;FALSE
06/04/2017;Albania;Kosovo;3;2;FIFA World Cup qualification;Elbasan;Albania;FALSE
06/04/2017;Greece;Malta;1;0;FIFA World Cup qualification;Tirana;Albania;TRUE
06/04/2017;Moldova;Andorra;4;0;FIFA World Cup qualification;Vilnius;Lithuania;TRUE
06/04/2017;Lithuania;Israel;0;2;FIFA World Cup qualification;Vilnius;Lithuania;FALSE
06/04/2017;Turkey;Montenegro;3;0;FIFA World Cup qualification;Tórshavn;Faroe Islands;TRUE
06/04/2017;Faroe Islands;Luxembourg;5;1;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE
07/04/2017;United States;Russia;4;0;Friendly;Frisco;United States;FALSE
07/04/2017;United Arab Emirates;Bahrain;1;1;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
07/04/2017;Tajikistan;Philippines;0;8;AFC Asian Cup qualification;Dushanbe;Tajikistan;FALSE
07/04/2017;Jordan;Iraq;10;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
07/04/2017;North Korea;South Korea;1;1;AFC Asian Cup qualification;Pyongyang;North Korea;FALSE
07/04/2017;Uzbekistan;India;7;1;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
07/04/2017;Thailand;Taiwan;1;0;AFC Asian Cup qualification;Al-Ram;Palestine;TRUE
07/04/2017;Myanmar;Syria;14;0;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
07/04/2017;Vietnam;Singapore;8;0;AFC Asian Cup qualification;Hanoi;Vietnam;FALSE
08/04/2017;Kazakhstan;Latvia;2;2;FIFA World Cup qualification;Tbilisi;Georgia;TRUE
08/04/2017;Georgia;Estonia;2;1;FIFA World Cup qualification;Tbilisi;Georgia;FALSE
08/04/2017;Greece;Kosovo;6;0;FIFA World Cup qualification;Tirana;Albania;TRUE
08/04/2017;Albania;Malta;0;0;FIFA World Cup qualification;Elbasan;Albania;FALSE
08/04/2017;Lithuania;Moldova;0;2;FIFA World Cup qualification;Vilnius;Lithuania;FALSE
08/04/2017;Israel;Andorra;7;0;FIFA World Cup qualification;Vilnius;Lithuania;TRUE
08/04/2017;Faroe Islands;Montenegro;2;1;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE
08/04/2017;Turkey;Luxembourg;9;1;FIFA World Cup qualification;Tórshavn;Faroe Islands;TRUE
09/04/2017;United States;Russia;5;1;Friendly;Houston;United States;FALSE
09/04/2017;North Korea;Uzbekistan;4;0;AFC Asian Cup qualification;Pyongyang;North Korea;FALSE
09/04/2017;Hong Kong;South Korea;0;6;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
09/04/2017;Myanmar;Singapore;6;0;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
09/04/2017;Vietnam;Iran;6;1;AFC Asian Cup qualification;Hanoi;Vietnam;FALSE
10/04/2017;Iraq;United Arab Emirates;0;3;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
10/04/2017;Tajikistan;Jordan;2;10;AFC Asian Cup qualification;Dushanbe;Tajikistan;FALSE
10/04/2017;Philippines;Bahrain;1;1;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
11/04/2017;Estonia;Kazakhstan;0;1;FIFA World Cup qualification;Tbilisi;Georgia;TRUE
11/04/2017;Georgia;Latvia;1;1;FIFA World Cup qualification;Tbilisi;Georgia;FALSE
11/04/2017;Albania;Greece;2;1;FIFA World Cup qualification;Elbasan;Albania;FALSE
11/04/2017;Kosovo;Malta;1;3;FIFA World Cup qualification;Tirana;Albania;TRUE
11/04/2017;Moldova;Israel;0;0;FIFA World Cup qualification;Vilnius;Lithuania;TRUE
11/04/2017;Lithuania;Andorra;2;0;FIFA World Cup qualification;Kaunas;Lithuania;FALSE
11/04/2017;Faroe Islands;Turkey;2;1;FIFA World Cup qualification;Tórshavn;Faroe Islands;FALSE
11/04/2017;Luxembourg;Montenegro;1;7;FIFA World Cup qualification;Tórshavn;Faroe Islands;TRUE
11/04/2017;India;Hong Kong;2;0;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
11/04/2017;South Korea;Uzbekistan;4;0;AFC Asian Cup qualification;Pyongyang;North Korea;TRUE
11/04/2017;Syria;Iran;0;12;AFC Asian Cup qualification;Hanoi;Vietnam;TRUE
11/04/2017;Vietnam;Myanmar;2;0;AFC Asian Cup qualification;Hanoi;Vietnam;FALSE
12/04/2017;Jordan;Philippines;5;1;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
12/04/2017;Tajikistan;United Arab Emirates;0;1;AFC Asian Cup qualification;Dushanbe;Tajikistan;FALSE
12/04/2017;Bahrain;Iraq;4;0;AFC Asian Cup qualification;Dushanbe;Tajikistan;TRUE
08/06/2017;Sweden;United States;0;1;Friendly;Göteborg;Sweden;FALSE
11/06/2017;Norway;United States;0;1;Friendly;Sandefjord;Norway;FALSE
16/07/2017;Netherlands;Norway;1;0;UEFA Euro;Utrecht;Netherlands;FALSE
16/07/2017;Denmark;Belgium;1;0;UEFA Euro;Doetinchem;Netherlands;TRUE
17/07/2017;Italy;Russia;1;2;UEFA Euro;Rotterdam;Netherlands;TRUE
17/07/2017;Germany;Sweden;0;0;UEFA Euro;Breda;Netherlands;TRUE
18/07/2017;Austria;Switzerland;1;0;UEFA Euro;Deventer;Netherlands;TRUE
18/07/2017;France;Iceland;1;0;UEFA Euro;Tilburg;Netherlands;TRUE
19/07/2017;Spain;Portugal;2;0;UEFA Euro;Doetinchem;Netherlands;TRUE
19/07/2017;England;Scotland;6;0;UEFA Euro;Utrecht;Netherlands;TRUE
20/07/2017;Norway;Belgium;0;2;UEFA Euro;Breda;Netherlands;TRUE
20/07/2017;Netherlands;Denmark;1;0;UEFA Euro;Rotterdam;Netherlands;FALSE
21/07/2017;Sweden;Russia;2;0;UEFA Euro;Deventer;Netherlands;TRUE
21/07/2017;Germany;Italy;2;1;UEFA Euro;Tilburg;Netherlands;TRUE
22/07/2017;Iceland;Switzerland;1;2;UEFA Euro;Doetinchem;Netherlands;TRUE
22/07/2017;France;Austria;1;1;UEFA Euro;Utrecht;Netherlands;TRUE
23/07/2017;Scotland;Portugal;1;2;UEFA Euro;Rotterdam;Netherlands;TRUE
23/07/2017;England;Spain;2;0;UEFA Euro;Breda;Netherlands;TRUE
24/07/2017;Netherlands;Belgium;2;1;UEFA Euro;Tilburg;Netherlands;FALSE
24/07/2017;Norway;Denmark;0;1;UEFA Euro;Deventer;Netherlands;TRUE
25/07/2017;Russia;Germany;0;2;UEFA Euro;Utrecht;Netherlands;TRUE
25/07/2017;Sweden;Italy;2;3;UEFA Euro;Doetinchem;Netherlands;TRUE
26/07/2017;Switzerland;France;1;1;UEFA Euro;Breda;Netherlands;TRUE
26/07/2017;Iceland;Austria;0;3;UEFA Euro;Rotterdam;Netherlands;TRUE
27/07/2017;Portugal;England;1;2;UEFA Euro;Tilburg;Netherlands;TRUE
27/07/2017;Scotland;Spain;1;0;UEFA Euro;Deventer;Netherlands;TRUE
27/07/2017;Brazil;Japan;1;1;Tournament of Nations;Seattle;United States;TRUE
27/07/2017;United States;Australia;0;1;Tournament of Nations;Seattle;United States;FALSE
29/07/2017;Netherlands;Sweden;2;0;UEFA Euro;Doetinchem;Netherlands;FALSE
30/07/2017;Germany;Denmark;1;2;UEFA Euro;Rotterdam;Netherlands;TRUE
30/07/2017;Austria;Spain;0;0;UEFA Euro;Tilburg;Netherlands;TRUE
30/07/2017;England;France;1;0;UEFA Euro;Deventer;Netherlands;TRUE
